Unnamed: 0,Symbol,Name,Company is Active,Company Founded Date,Country of Primary Listing Iso3,CUSIP,Date Of First Trade,Entity Country HQ,Entity Credit Parent,NACE,Exchange Name (FS),FE Ticker,ISIN,Primary Equity Listing,Proper Name,Public Company,Region Ticker,Sec is Primary Issue,Sec Type,SEDOL,NACE_letter,Report,NACE_lvl_3
501,GRS191213008,Ellaktor SA,1,1977.0,GRC,X1959E102,20140625.0,GRC,05HZ4F-E,41.2,US OTC,@NA,GRS191213008,420535,Ellaktor SA,1.0,ELLKF-US,0,SHARE,B4YKKK3,F,Ellaktor SA1.pdf,41.2
502,JP3100320005,URBAN LiKE INC.,1,2008.0,JPN,J94435104,20210728.0,JPN,@NA,41.2,TOKYO,@NA,JP3100320005,BP5D4T,URBAN LiKE INC.,1.0,2992-JP,1,SHARE,BP5D4T5,F,URBAN LiKE INC.1.pdf,41.2
503,VN000000HC37,HaiPhong Construction Joint Stock Corporation No3,0,1993.0,VNM,Y2985N107,20191212.0,VNM,@NA,41.1,HANOI,@NA,VN000000HC37,BD5DK2,HaiPhong Construction Joint Stock Corporation No3,1.0,HC3-VN,1,SHARE,BD5DK26,F,HaiPhong Construction Joint Stock Corporation No33.pdf,41.1
504,INE956G01038,VA Tech Wabag Limited,1,1995.0,IND,Y9356W111,20101013.0,IND,06ZXT6-E,42.22,BSE INDIA,533269-IN,INE956G01038,B63WX2,VA Tech Wabag Limited,1.0,533269-IN,1,SHARE,B63WX27,F,VA Tech Wabag Limited1.pdf,42.2
505,INE912H01013,MBL Infrastructure Limited,1,1995.0,IND,Y5925J102,20100111.0,IND,06KY6P-E,42.11,BSE INDIA,533152-IN,INE912H01013,B1G00H,MBL Infrastructure Limited,1.0,533152-IN,1,SHARE,B1G00H7,F,MBL Infrastructure Limited1.pdf,42.1
506,BE0003602134,Moury Construct SA,1,1973.0,BEL,B62067101,20171214.0,BEL,@NA,41.1,LONDON,@NA,BE0003602134,482175,Moury Construct SA,1.0,0NZS-GB,0,SHARE,B28KXF1,F,Moury Construct SA1.pdf,41.1
508,AU0000032914,SRG Global Limited,1,1961.0,AUS,Q8661T101,20200408.0,AUS,009K5B-E,41.2,US OTC,@NA,AU0000032914,BFMZB8,SRG Global Limited,1.0,SRGGF-US,0,SHARE,BL1MSJ6,F,SRG Global Limited1.pdf,41.2
509,FDS0FNU4,China Energy Engineering Corp. Ltd.,1,2014.0,HKG,FDS0FNU49,,CHN,0FQKHT-E,42.22,@NA,@NA,@NA,BZ1JH1,China Energy Engineering Corp. Ltd.,1.0,@NA,0,SHARE,@NA,F,China Energy Engineering Corp. Ltd.1.pdf,42.2
510,IE00BWY4ZF18,Cairn Homes PLC,1,2014.0,IRL,G1858L107,20170731.0,IRL,0FL22N-E,41.2,EURONEXT DUBLIN,C5H-IE,IE00BWY4ZF18,BF2NP0,Cairn Homes PLC,1.0,C5H-IE,1,SHARE,BF2NP06,F,Cairn Homes PLC1.pdf,41.2
511,MYL8834OO003,Ireka Corp. Bhd.,1,1967.0,MYS,Y41768105,19931206.0,MYS,05JD14-E,41.1,MALAYSIA,8834-MY,MYL8834OO003,646703,Ireka Corp. Bhd.,1.0,8834-MY,1,SHARE,6467030,F,Ireka Corp. Bhd.1.pdf,41.1
512,US5526761086,"M.D.C. Holdings, Inc.",1,1972.0,USA,552676108,20180129.0,USA,000PMX-E,41.2,LONDON,@NA,US5526761086,55267610,"M.D.C. Holdings, Inc.",1.0,0JW5-GB,0,SHARE,BYZH843,F,"M.D.C. Holdings, Inc.1.pdf",41.2
513,INE0CU601026,GMR Power and Urban Infra Ltd,1,2019.0,IND,Y2R3EY112,20220323.0,IND,@NA,42.11,BSE INDIA,@NA,INE0CU601026,BMX5H0,GMR Power and Urban Infra Ltd,1.0,543490-IN,1,SHARE,BMX5H04,F,GMR Power and Urban Infra Ltd2.pdf,42.1
514,INE854S01022,Generic Engineering Construction & Projects Ltd.,1,1994.0,IND,Y2R9WR114,20151021.0,IND,@NA,41.1,BSE INDIA,539407-IN,INE854S01022,BDVPQD,Generic Engineering Construction & Projects Ltd.,1.0,539407-IN,1,SHARE,BDVPQD9,F,Generic Engineering Construction & Projects Ltd.1.pdf,41.1
516,BMG0957L1090,Beijing Enterprises Water Group Limited,1,1992.0,HKG,G0957L109,20040831.0,HKG,05VD5M-E,42.22,FRANKFURT,@NA,BMG0957L1090,B01YCG,Beijing Enterprises Water Group Limited,1.0,HUN2-DE,0,SHARE,B020H51,F,Beijing Enterprises Water Group Limited2.pdf,42.2
517,ID1000122609,PT Bekasi Fajar Industrial Estate Tbk,1,1989.0,IDN,Y711C5100,20210813.0,IDN,0CGSTN-E,41.2,US OTC,@NA,ID1000122609,B7NGK1,PT Bekasi Fajar Industrial Estate Tbk,1.0,PTBFF-US,0,SHARE,BMH4138,F,PT Bekasi Fajar Industrial Estate Tbk1.pdf,41.2
518,INE614Z01017,Giriraj Civil Developers Ltd.,1,2005.0,IND,Y2R0GU106,,IND,0J41Y2-E,42.13,NSE INDIA,@NA,INE614Z01017,BFMJWV,Giriraj Civil Developers Ltd.,1.0,GIRIRAJ-IN,1,SHARE,BFMJWV4,F,Giriraj Civil Developers Ltd.2.pdf,42.1
519,ES0129743318,Elecnor S.A.,1,1958.0,ESP,E39152181,20220616.0,ESP,05HTSN-E,42.22,US OTC,@NA,ES0129743318,B3CTJS,Elecnor S.A.,1.0,ELNRF-US,0,SHARE,BPMR8G5,F,Elecnor S.A.2.pdf,42.2
521,VN000000GTS3,Saigon Traffic Construction Joint Stock Co,0,1975.0,VNM,Y7T9B7100,,VNM,@NA,42.11,HANOI,@NA,VN000000GTS3,BD5GJM,Saigon Traffic Construction Joint Stock Co,1.0,GTS-VN,0,SHARE,BD5GJM8,F,Saigon Traffic Construction Joint Stock Co3.pdf,42.1
522,MYL5219OO000,Pestech International Bhd.,1,2011.0,MYS,Y6801F107,20120530.0,MYS,0CDGSW-E,42.99,MALAYSIA,5219-MY,MYL5219OO000,B8095F,Pestech International Bhd.,1.0,5219-MY,1,SHARE,B8095F2,F,Pestech International Bhd.1.pdf,42.9
523,ID1000104003,PT Total Bangun Persada Tbk,1,1970.0,IDN,Y7136Z107,20230512.0,IDN,06HM4Y-E,41.1,US OTC,@NA,ID1000104003,B17ZL7,PT Total Bangun Persada Tbk,1.0,PTTOF-US,0,SHARE,BMGCH68,F,PT Total Bangun Persada Tbk3.pdf,41.1
524,MX01LA080009,Sitios Latinoamerica SAB de CV,1,,MEX,P87026103,20220929.0,MEX,0PF09G-E,42.22,MEXICO,LASITEB.1-MX,MX01LA080009,BNTFDQ,Sitios Latinoamerica SAB de CV,1.0,LASITEB.1-MX,1,SHARE,BNTFDQ3,F,Sitios Latinoamerica SAB de CV1.pdf,42.2
526,JP3266800006,"Kumagai Gumi Co., Ltd.",1,1898.0,JPN,J36705150,19900731.0,JPN,05J2SG-E,41.2,US OTC,@NA,JP3266800006,649756,"Kumagai Gumi Co., Ltd.",1.0,KMGGF-US,0,SHARE,B06NQS2,F,"Kumagai Gumi Co., Ltd.1.pdf",41.2
527,CY0104851718,Lanitis Golf Public Co. Ltd.,1,2007.0,CYP,M6703Z105,20160201.0,CYP,@NA,42.99,CYPRUS,@NA,CY0104851718,BVFD1C,Lanitis Golf Public Co. Ltd.,1.0,LAGLF-CY,1,SHARE,BVFD1C9,F,Lanitis Golf Public Co. Ltd.1.pdf,42.9
528,INE185U01035,KCD Industries India Ltd.,0,2007.0,IND,Y4S9CA100,20171017.0,IND,@NA,42.99,BSE INDIA,@NA,INE185U01035,BMTY05,KCD Industries India Ltd.,1.0,540696-IN,0,SHARE,BMTY051,F,KCD Industries India Ltd.3.pdf,42.9
531,PHY8080C1028,SP New Energy Corporation,1,2016.0,PHL,Y8080C102,20211217.0,PHL,@NA,42.22,PHILIPPINES,@NA,PHY8080C1028,BL69HW,SP New Energy Corporation,1.0,SPNEC-PH,1,SHARE,BL69HW8,F,SP New Energy Corporation3.pdf,42.2
532,ID1000141906,PT LCK Global Kedaton Tbk,1,2013.0,IDN,Y5199S101,20180116.0,IDN,@NA,42.22,INDONESIA,@NA,ID1000141906,BYVNKK,PT LCK Global Kedaton Tbk,1.0,LCKM-ID,1,SHARE,BYVNKK5,F,PT LCK Global Kedaton Tbk1.pdf,42.2
533,DE000A0STWH9,Deutsche Eigenheim Union AG,1,2007.0,DEU,D5S20K106,20211230.0,DEU,@NA,41.2,XETRA,JZ6-DE,DE000A0STWH9,BPCK36,Deutsche Eigenheim Union AG,1.0,JZ6-DE,1,SHARE,BPCK369,F,Deutsche Eigenheim Union AG1.pdf,41.2
534,INE061Z01011,Devoted Construction Ltd.,0,2016.0,IND,Y2R5C8108,20181026.0,IND,@NA,41.2,BSE INDIA,@NA,INE061Z01011,BG12XW,Devoted Construction Ltd.,1.0,542002-IN,0,SHARE,BG12XW9,F,Devoted Construction Ltd.1.pdf,41.2
536,PLBUDMX00013,Budimex SA,1,1968.0,POL,X0788V103,20081106.0,POL,05J1KN-E,41.2,LONDON,@NA,PLBUDMX00013,414933,Budimex SA,1.0,0LRV-GB,0,SHARE,B28FKZ5,F,Budimex SA1.pdf,41.2
537,IT0005339160,PLC S.p.A.,1,2006.0,ITA,T5R88H130,20071123.0,ITA,09P0KY-E,42.22,LONDON,@NA,IT0005339160,BGDSPZ,PLC S.p.A.,1.0,0MMX-GB,0,SHARE,BGDSQ15,F,PLC S.p.A.2.pdf,42.2
539,MYL9679OO001,WCT Holdings Bhd.,1,1981.0,MYS,Y9532D102,20221018.0,MYS,0BFV25-E,42.99,US OTC,@NA,MYL9679OO001,BBP6LY,WCT Holdings Bhd.,1.0,WCTBF-US,0,SHARE,BNV0HD1,F,WCT Holdings Bhd.3.pdf,42.9
540,KYG8661K1013,Tai Kam Holdings Limited,1,2016.0,HKG,G8661K101,20161028.0,HKG,0GC6RD-E,42.99,HONG KONG,@NA,KYG8661K1013,BDFT8F,Tai Kam Holdings Limited,1.0,8321-HK,1,SHARE,BDFT8F3,F,Tai Kam Holdings Limited1.pdf,42.9
542,INE291R01011,Athena Constructions Ltd.,0,2011.0,IND,Y0R7X4104,20150416.0,IND,0F1LM5-E,41.2,BSE INDIA,@NA,INE291R01011,BWWYV3,Athena Constructions Ltd.,1.0,539099-IN,0,SHARE,BWWYV33,F,Athena Constructions Ltd.1.pdf,41.2
543,AU0000207912,Frontier Energy Limited,1,2009.0,AUS,Q8800B128,20091218.0,AUS,08BQ6W-E,42.22,ASX,@NA,AU0000207912,BNGHNB,Frontier Energy Limited,1.0,FHE-AU,1,SHARE,BNGHNB7,F,Frontier Energy Limited1.pdf,42.2
544,JP3380300008,Shinnihon Corporation,1,1923.0,JPN,J73606105,20230217.0,JPN,05J4H0-E,41.2,US OTC,@NA,JP3380300008,680401,Shinnihon Corporation,1.0,SNHMF-US,0,SHARE,B05PMW5,F,Shinnihon Corporation1.pdf,41.2
545,MYL5226OO005,Gabungan AQRS Bhd.,1,2010.0,MYS,Y26780109,20120731.0,MYS,0BYMDT-E,42.11,MALAYSIA,5226-MY,MYL5226OO005,B7RKJT,Gabungan AQRS Bhd.,1.0,5226-MY,1,SHARE,B7RKJT3,F,Gabungan AQRS Bhd.1.pdf,42.1
546,TH0086010Z09,NEP Realty & Industry Public Co. Ltd.,1,1953.0,THA,Y6265F155,19880802.0,THA,05JD8N-E,41.2,THAILAND,NEP-TH,TH0086010Z09,B1XMN0,NEP Realty & Industry Public Co. Ltd.,1.0,NEP-TH,1,SHARE,B1XMN00,F,NEP Realty & Industry Public Co. Ltd.3.pdf,41.2
547,TW0003703005,Continental Holdings Corp.,1,1941.0,TWN,Y1753K105,19950427.0,TWN,09NF50-E,41.2,TAIWAN,3703-TW,TW0003703005,B58DQK,Continental Holdings Corp.,1.0,3703-TW,1,SHARE,B58DQK7,F,Continental Holdings Corp.1.pdf,41.2
548,BMG0957L1090,Beijing Enterprises Water Group Limited,1,1992.0,HKG,G0957L109,20161205.0,HKG,05VD5M-E,42.22,HONG KONG CONNECT - SHENZHEN,371-SZSC,BMG0957L1090,B01YCG,Beijing Enterprises Water Group Limited,1.0,@NA,0,SHARE,BD8NDT1,F,Beijing Enterprises Water Group Limited2.pdf,42.2
549,TW0009906008,Hsin Ba Ba Corporation,1,1967.0,TWN,Y1754R109,19910920.0,TWN,05JLY5-E,41.2,TAIWAN,9906-TW,TW0009906008,622454,Hsin Ba Ba Corporation,1.0,9906-TW,1,SHARE,6224547,F,Hsin Ba Ba Corporation1.pdf,41.2
550,JP3627000007,Toda Corporation,1,1881.0,JPN,J84377100,19850102.0,JPN,05HYW4-E,41.1,TOKYO,1860-JP,JP3627000007,689388,Toda Corporation,1.0,1860-JP,1,SHARE,6893884,F,Toda Corporation1.pdf,41.1
551,MYL5398OO002,Gamuda Bhd.,1,1976.0,MYS,Y2679X106,20171031.0,MYS,05HXD5-E,42.11,US OTC,@NA,MYL5398OO002,635988,Gamuda Bhd.,1.0,GMUAF-US,0,SHARE,B02GQV8,F,Gamuda Bhd.1.pdf,42.1
553,JP3407800006,"Sumitomo Densetsu Co., Ltd.",1,1947.0,JPN,J77368108,19871026.0,JPN,05J2RP-E,42.22,TOKYO,1949-JP,JP3407800006,685868,"Sumitomo Densetsu Co., Ltd.",1.0,1949-JP,1,SHARE,6858689,F,"Sumitomo Densetsu Co., Ltd.1.pdf",42.2
554,MYL03042O008,BV Land Holdings Bhd.,1,2019.0,MYS,Y1028X106,20210409.0,MYS,0N7NY3-E,41.2,MALAYSIA,@NA,MYL03042O008,BL6CN2,BV Land Holdings Bhd.,1.0,03042-MY,1,SHARE,BL6CN29,F,BV Land Holdings Bhd.1.pdf,41.2
556,TW0002546009,"Kedge Construction Co., Ltd.",1,1982.0,TWN,Y4629Y101,20000107.0,TWN,@NA,41.2,TAIWAN,2546-TW,TW0002546009,612255,"Kedge Construction Co., Ltd.",1.0,2546-TW,1,SHARE,6122555,F,"Kedge Construction Co., Ltd.1.pdf",41.2
557,US3906071093,Great Lakes Dredge & Dock Corporation,1,1890.0,USA,390607109,20061227.0,USA,00279D-E,42.99,NASDAQ,GLDD-US,US3906071093,39060710,Great Lakes Dredge & Dock Corporation,1.0,GLDD-US,1,SHARE,B1LDZK9,F,Great Lakes Dredge & Dock Corporation1.pdf,42.9
558,INE370C01015,Popular Estate Management Limited,1,1994.0,IND,Y5811K114,20090204.0,IND,083TML-E,41.2,BSE INDIA,@NA,INE370C01015,B03K4Y,Popular Estate Management Limited,1.0,531870-IN,1,SHARE,B03K4Y8,F,Popular Estate Management Limited1.pdf,41.2
559,ES0118900010,"Ferrovial, S.A.",1,1952.0,ESP,E49512119,20050128.0,ESP,08D377-E,42.11,US OTC,@NA,ES0118900010,B03851,"Ferrovial, S.A.",1.0,FRRVF-US,0,SHARE,B045FF0,F,"Ferrovial, S.A.3.pdf",42.1
561,NL0015000DY3,Corre Energy B.V.,1,2021.0,IRL,N2281Q103,20210923.0,NLD,0NH1BK-E,42.22,EURONEXT DUBLIN,CORRE-IE,NL0015000DY3,BK80W5,Corre Energy B.V.,1.0,CORRE-IE,1,SHARE,BK80W50,F,Corre Energy B.V.1.pdf,42.2
562,KYG0R8151046,Able Engineering Holdings Ltd.,1,1976.0,HKG,G0R815104,20170220.0,HKG,0GJZSW-E,41.2,HONG KONG,@NA,KYG0R8151046,BYMXJK,Able Engineering Holdings Ltd.,1.0,1627-HK,1,SHARE,BYMXJK7,F,Able Engineering Holdings Ltd.2.pdf,41.2
563,RSHOLDE58279,Energoprojekt Holding ad Beograd,1,1951.0,SRB,X1943L105,20070604.0,SRB,070F94-E,42.11,BELGRADE,ENHL-RS,RSHOLDE58279,B1W73C,Energoprojekt Holding ad Beograd,1.0,ENHL-RS,1,SHARE,B1W73C8,F,Energoprojekt Holding ad Beograd1.pdf,42.1
564,CA88577D1096,Three Sixty Solar Ltd,1,1994.0,CAN,88577D109,20161230.0,CAN,@NA,42.22,US OTC,@NA,CA88577D1096,BNNGYS,Three Sixty Solar Ltd,1.0,VSOLF-US,0,SHARE,BNNGYV4,F,Three Sixty Solar Ltd2.pdf,42.2
566,JP3443600006,TAISEI CORP,0,1873.0,JPN,J79561148,,JPN,05HWMG-E,41.2,BERNE,@NA,JP3443600006,687010,TAISEI CORP,1.0,@NA,0,SHARE,BHZL0W8,F,TAISEI CORP1.pdf,41.2
567,MYL4723OO002,JAKS Resources Bhd.,1,1987.0,MYS,Y4255M108,20040701.0,MYS,0608C4-E,42.11,MALAYSIA,4723-MY,MYL4723OO002,B01R1Y,JAKS Resources Bhd.,1.0,4723-MY,1,SHARE,B01R1Y0,F,JAKS Resources Bhd.2.pdf,42.1
568,INE484K01017,Bhanot Construction & Housing Ltd.,0,1976.0,IND,Y0R83M105,20121121.0,IND,@NA,41.2,BSE INDIA,@NA,INE484K01017,B92D72,Bhanot Construction & Housing Ltd.,1.0,534740-IN,1,SHARE,B92D720,F,Bhanot Construction & Housing Ltd.2.pdf,41.2
569,AU000000DEM4,De.mem Ltd.,1,2013.0,AUS,Q32195101,20220729.0,AUS,@NA,42.22,US OTC,@NA,AU000000DEM4,BZBG34,De.mem Ltd.,1.0,DEMEF-US,0,SHARE,BJP55Y1,F,De.mem Ltd.1.pdf,42.2
570,FR0000076887,AST Groupe,1,1993.0,FRA,F04295105,20140131.0,FRA,05WTB1-E,41.2,LONDON,@NA,FR0000076887,B036Z8,AST Groupe,1.0,0J2S-GB,0,SHARE,B28F602,F,AST Groupe2.pdf,41.2
571,SG1X13940751,Boustead Singapore Limited,1,1828.0,SGP,V12756165,19850102.0,SGP,05JBKY-E,41.1,SINGAPORE,F9D-SG,SG1X13940751,620707,Boustead Singapore Limited,1.0,F9D-SG,1,SHARE,6207076,F,Boustead Singapore Limited1.pdf,41.1
572,JP3667600005,JGC Holdings Corporation,1,1928.0,JPN,J26945105,20080605.0,JPN,05HWQH-E,42.22,US OTC,@NA,JP3667600005,647346,JGC Holdings Corporation,1.0,JGCCF-US,0,SHARE,B3BHSP1,F,JGC Holdings Corporation1.pdf,42.2
573,ID1000107600,PT Wijaya Karya (Persero) Tbk,1,1960.0,IDN,Y7148V102,20220727.0,IDN,06Y8PV-E,42.99,US OTC,@NA,ID1000107600,B28V4M,PT Wijaya Karya (Persero) Tbk,1.0,WKAPF-US,0,SHARE,BKMG168,F,PT Wijaya Karya (Persero) Tbk2.pdf,42.9
574,GB0000961622,Balfour Beatty plc,1,1909.0,GBR,G3224V108,20031119.0,GBR,05HX10-E,42.11,US OTC,@NA,GB0000961622,009616,Balfour Beatty plc,1.0,BAFBF-US,0,SHARE,B02SQJ2,F,Balfour Beatty plc1.pdf,42.1
575,SG1X13940751,Boustead Singapore Limited,1,1828.0,SGP,V12756165,,SGP,05JBKY-E,41.1,US OTC,@NA,SG1X13940751,620707,Boustead Singapore Limited,1.0,BSTGF-US,0,SHARE,B39F3R4,F,Boustead Singapore Limited1.pdf,41.1
576,JP3400050005,"SPACE CO., LTD.",1,1948.0,JPN,J7655J101,20220621.0,JPN,05J9WZ-E,41.2,US OTC,@NA,JP3400050005,683629,"SPACE CO., LTD.",1.0,SPAEF-US,0,SHARE,BMZNMH8,F,"SPACE CO., LTD.1.pdf",41.2
577,ES0118900010,"Ferrovial, S.A.",1,1952.0,ESP,E49512119,20041027.0,ESP,08D377-E,42.11,SPAIN,FER-ES,ES0118900010,B03851,"Ferrovial, S.A.",1.0,FER-ES,1,SHARE,B038516,F,"Ferrovial, S.A.3.pdf",42.1
578,FI4000081138,Lehto Group PLC,1,2008.0,FIN,X5000P107,20160511.0,FIN,08DXFV-E,41.1,LONDON,@NA,FI4000081138,BD3CKX,Lehto Group PLC,1.0,0RFZ-GB,0,SHARE,BYQNJ69,F,Lehto Group PLC1.pdf,41.1
579,ID1000136807,PT Mitra Pemuda Tbk,0,1968.0,IDN,Y712EP102,20160210.0,IDN,@NA,42.99,INDONESIA,@NA,ID1000136807,BDDJSW,PT Mitra Pemuda Tbk,1.0,MTRA-ID,1,SHARE,BDDJSW2,F,PT Mitra Pemuda Tbk2.pdf,42.9
580,VN000000TV14,Power Engineering Consulting Joint Stock Company 1,1,1960.0,VNM,Y708AD101,20100924.0,VNM,09RXNY-E,42.22,HANOI,@NA,VN000000TV14,B42RW4,Power Engineering Consulting Joint Stock Company 1,1.0,TV1-VN,1,SHARE,B42RW44,F,Power Engineering Consulting Joint Stock Company 11.pdf,42.2
581,JP3254200003,"EXEO Group, Inc.",1,1954.0,JPN,J38232104,19850102.0,JPN,05HZ5S-E,42.22,TOKYO,1951-JP,JP3254200003,649942,"EXEO Group, Inc.",1.0,1951-JP,1,SHARE,6499420,F,"EXEO Group, Inc.1.pdf",42.2
582,US7458671010,"PulteGroup, Inc.",1,1950.0,USA,745867101,19841105.0,USA,000V2H-E,41.2,NYSE,PHM-US,US7458671010,74586710,"PulteGroup, Inc.",1.0,PHM-US,1,SHARE,2708841,F,"PulteGroup, Inc.1.pdf",41.2
583,BMG126341046,Blue River Holdings Limited,1,1993.0,HKG,G12634104,19931028.0,HKG,003JQ0-E,41.1,HONG KONG,498-HK,BMG126341046,BMB08X,Blue River Holdings Limited,1.0,498-HK,1,SHARE,BMB08X1,F,Blue River Holdings Limited3.pdf,41.1
584,US55405W1045,MYR Group Inc.,1,1995.0,USA,55405W104,20080812.0,USA,000QTC-E,42.22,NASDAQ,MYRG-US,US55405W1045,55405W10,MYR Group Inc.,1.0,MYRG-US,1,SHARE,B3CLS18,F,MYR Group Inc.1.pdf,42.2
585,US07556Q8814,"Beazer Homes USA, Inc.",1,1985.0,USA,07556Q881,19940223.0,USA,000CPQ-E,41.2,NYSE,BZH-US,US07556Q8814,07556Q88,"Beazer Homes USA, Inc.",1.0,BZH-US,1,SHARE,B8KHZT0,F,"Beazer Homes USA, Inc.1.pdf",41.2
586,CL0001896498,Echeverria Izquierdo SA,1,2007.0,CHL,P3589W105,20120803.0,CHL,0CNJR9-E,42.11,SANTIAGO,EISA-CL,CL0001896498,B8294F,Echeverria Izquierdo SA,1.0,EISA-CL,1,SHARE,B8294F3,F,Echeverria Izquierdo SA1.pdf,42.1
587,GRS087003000,Intracom Holdings SA,1,1977.0,GRC,X3967S107,19981005.0,GRC,05HXC2-E,42.11,FRANKFURT,@NA,GRS087003000,BFX3DL,Intracom Holdings SA,1.0,INTA-DE,0,SHARE,BGL6XN2,F,Intracom Holdings SA1.pdf,42.1
589,GRS403003007,Technical Olympic S.A.,0,1965.0,GRC,X8936X152,20071109.0,GRC,05HZCT-E,42.99,LONDON,@NA,GRS403003007,488816,Technical Olympic S.A.,1.0,0P0R-GB,0,SHARE,B28MSH4,F,Technical Olympic S.A.3.pdf,42.9
590,JP3993800006,"Watanabe Sato Co., Ltd.",1,1923.0,JPN,J95028106,19940223.0,JPN,05JH4G-E,42.11,TOKYO,1807-JP,JP3993800006,694130,"Watanabe Sato Co., Ltd.",1.0,1807-JP,1,SHARE,6941307,F,"Watanabe Sato Co., Ltd.3.pdf",42.1
591,ES0125220311,Acciona SA,1,1931.0,ESP,E0008Z109,20041101.0,ESP,05HJVH-E,41.2,US OTC,@NA,ES0125220311,557910,Acciona SA,1.0,ACXIF-US,0,SHARE,B02T9S5,F,Acciona SA1.pdf,41.2
593,FDS0ABX8,"Yunnan Water Investment Co., Limited",1,2011.0,HKG,FDS0ABX88,,CHN,0F1FKQ-E,42.22,@NA,@NA,@NA,BY2ZF6,"Yunnan Water Investment Co., Limited",1.0,@NA,0,SHARE,@NA,F,"Yunnan Water Investment Co., Limited1.pdf",42.2
594,GRS145003000,GEK Terna Holding Real Estate Construction SA,1,1959.0,GRC,X3125P102,20151022.0,GRC,060Y26-E,41.1,US OTC,@NA,GRS145003000,442170,GEK Terna Holding Real Estate Construction SA,1.0,GKTRF-US,0,SHARE,BRGWDY3,F,GEK Terna Holding Real Estate Construction SA1.pdf,41.1
595,NO0003679102,NRC Group ASA,1,1966.0,NOR,R6450E102,19920227.0,NOR,05JM6L-E,42.13,OSLO,NRC-NO,NO0003679102,518157,NRC Group ASA,1.0,NRC-NO,1,SHARE,5181579,F,NRC Group ASA1.pdf,42.1
596,HRDLKVRA0006,Dalekovod d.d.,1,1949.0,HRV,X1767H107,20010313.0,HRV,05X6DP-E,42.22,ZAGREB,DLKV-HR,HRDLKVRA0006,706612,Dalekovod d.d.,1.0,DLKV-HR,1,SHARE,7066124,F,Dalekovod d.d.1.pdf,42.2
597,MYQ0241OO008,Siab Holdings Bhd,1,2020.0,MYS,Y775L7101,20220228.0,MYS,0Q9Y37-E,41.1,MALAYSIA,0241-MY,MYQ0241OO008,BNRNV2,Siab Holdings Bhd,1.0,0241-MY,1,SHARE,BNRNV21,F,Siab Holdings Bhd3.pdf,41.1
598,ES0154653911,"Inmobiliaria del Sur, S.A.",1,1945.0,ESP,E89575315,19900626.0,ESP,05HVMW-E,41.2,SPAIN,ISUR-ES,ES0154653911,B19DFV,"Inmobiliaria del Sur, S.A.",1.0,ISUR-ES,1,SHARE,B19DFV2,F,"Inmobiliaria del Sur, S.A.2.pdf",41.2
599,US87265H1095,"Tri Pointe Homes, Inc.",1,2009.0,USA,87265H109,20130131.0,USA,0FMYYY-E,41.2,NYSE,TPH-US,US87265H1095,87265H10,"Tri Pointe Homes, Inc.",1.0,TPH-US,1,SHARE,B92CQF3,F,"Tri Pointe Homes, Inc.1.pdf",41.2
900,US52178J1051,"Leafly Holdings, Inc.",1,2010.0,USA,52178J105,20191212.0,USA,0Q0D49-E,58.19,NASDAQ,LFLY-US,US52178J1051,52178J10,"Leafly Holdings, Inc.",1.0,LFLY-US,1,SHARE,BPLFH30,J,"Leafly Holdings, Inc.2.pdf",58.1
906,SI0031101247,Grad d.d.,0,1990.0,SVN,X3206N109,20210520.0,SVN,@NA,58.29,LJUBLJANA,@NA,SI0031101247,B04DSR,Grad d.d.,1.0,GRDO-SI,0,SHARE,B04DSR7,J,Grad d.d.3.pdf,58.2
910,GB00BDFDLT01,i-nexus Global plc,1,2018.0,GBR,G4768Y102,20180621.0,GBR,0JLQRR-E,58.29,LONDON,INX-GB,GB00BDFDLT01,BDFDLT,i-nexus Global plc,1.0,INX-GB,1,SHARE,BDFDLT0,J,i-nexus Global plc1.pdf,58.2
911,JP3436100006,SoftBank Group Corp.,1,1981.0,JPN,J7596P109,20060620.0,JPN,0029XB-E,61.2,LONDON,@NA,JP3436100006,677062,SoftBank Group Corp.,1.0,0R15-GB,0,SHARE,B17MJ08,J,SoftBank Group Corp.1.pdf,61.2
912,GB00BYN5BY03,Hybrid Software Group PLC,1,2013.0,BEL,G3971B107,20010417.0,GBR,@NA,58.29,EURONEXT BRUSSELS,HYSG-BE,GB00BYN5BY03,BYN5BY,Hybrid Software Group PLC,1.0,HYSG-BE,1,SHARE,BYN5BY0,J,Hybrid Software Group PLC1.pdf,58.2
915,KZ1C00000876,Kcell JSC,1,1998.0,KAZ,Y4593K103,20121220.0,KAZ,0C3DS7-E,61.2,KAZAKHSTAN,KCEL-KZ,KZ1C00000876,B8GL8Z,Kcell JSC,1.0,KCEL-KZ,1,SHARE,B8GL8Z3,J,Kcell JSC1.pdf,61.2
918,GB00BFM6WC61,KRM22 Plc,1,2018.0,GBR,G53173103,20180430.0,GBR,0JF2TK-E,58.29,LONDON,KRM-GB,GB00BFM6WC61,BFM6WC,KRM22 Plc,1.0,KRM-GB,1,SHARE,BFM6WC6,J,KRM22 Plc1.pdf,58.2
919,CA0563622053,Backstageplay Inc.,1,2004.0,CAN,056362205,20050617.0,CAN,002LXM-E,58.29,TSX VENTURE,@NA,CA0563622053,BL97SN,Backstageplay Inc.,1.0,BP-CA,1,SHARE,BL97SN7,J,Backstageplay Inc.1.pdf,58.2
